no	いいえ	57	43405	いいえ. 少しも～ない. 1人も(1つも)～ない		
other	その他	58	42302	他の. 別の. 他の人. 他のもの		
she	彼女	59	41932	彼女は. 彼女が		
up	上へ	60	41849	上へ. 上がる		
well	よく	61	41196	よく. うまく. 上手に. じゅうぶんに. おや. さて		
see	見る	62	40213	見る. (イメージ:視界に)入る	747	78
year	年	63	38858	年. 1年. 年齢. 歳		61
will	意志	64	37948	だろう (未来). (強い)意志. 依頼. 勧誘. 習慣		
than	より	65	37864	より. よりも		
some	いくつかの	66	37850	いくつかの. いく人かの. いくらかの. 約. およそ. ある. 何か. 一部の人. いくらか		50
because	なぜなら	67	37469	なぜなら		
new	新しい	68	35829	新しい		
me	私に	69	35688	私を,私に 2. Maineメイン州,ME. 3. ドレミのミ(Doe,Ray,Me,Far,Sew,La,Tea)	671	45
s	s	70	35028	アルファベットのs. 例示時 S as Sierra.		35
her	彼女の	71	33620	彼女に. 彼女の. 彼女を		
them	それら	72	33414	彼らを. 彼女らを. それらを		
people	人	73	33132	人々. 国民		
also	もまた	74	32933	もまた		
right	右	75	31597	正しい. 右の. ちょうど. 権利		
these	これらの	76	30726	これらの. これら. この人たち		
take	取る	77	30662	取る. (イメージ:もの･状態を自分のテリトリーに取り入れる)		
its	その	78	30618	その. itの所有格		
now	今	79	30435	今. 現在. さて. さあ		
then	その後	80	29815	それから. その次に. そのとき. それなら. そうすれば		
could	可能性	81	29734	できただろう. canの過去形		
thing	事	82	29226	物. こと. 事		
only	のみ	83	29165	唯一の. ただ～だけの. 最適の. ただし		
um	うーん	84	29065	えーと. うーん. ほー. ふむ. いや. へー		30
really	本当に	85	28965	ほんとうに. とても		
work	仕事	86	28715	働く. (うまく)動く. 仕事		25
into	中へ	87	28449	中へ. (内へ)		
how	どうやって	88	27339	どう. (状態)どんな様子で. (方法･手段)どのようにして. (程度)どれくらい. (感嘆)なんと		30
your	あなたの	89	26039	あなたの. あなたがたの		
OH	OH	90	25476	Ohio オハイオ州. 2. ああ. おお. おや		4
most	最も	91	24884	最も		
come	来る	92	24732	来る. (イメージ:到達点に焦点:ある対象に近づいていく･くる)		
good	いい	93	24445	よい. よろしい. 楽しい. おいしい. うまい. じゅうぶんな		
after	後に	94	24112	後に. (後).		
even	さらに	95	23998	さらに. でさえ. いっそう. ちょうど. 均等な. 偶数の	573	54
show	ショー	96	23842	を見せる. 教える. 示す. (テレビの)番組. ショー		
much	ずっと	97	23661	ずっと. はるかに. 非常に. 多くの. 多量の		50
our	私たちの	98	23654	わたしたちの		
way	方法	99	23475	道. 方法		41
here	ここに	100	23407	ここに. ここで		
where	どこ	101	23248	どこに. どこで. どこへ. どこ		
over	以上	102	22873	超えて. (上の方をを覆って)		
him	彼に	103	22847	彼を		
mean	平均	104	22808	を意味する. 卑怯な		
want	を望む	105	22679	を望む. を欲しい. 必要. 不足		
May	5月	106	22651	5月		61
cell	セル	107	22398	細胞. 組織. 電池. 監房. 独房. 密室		89
find	見つける	108	22082	を見つける		
any	いくつかの	109	21960	いくつかの. いく人かの. いかなる. どの		50
day	日	110	21495	日. 1日. 曜日		61
first	最初	111	21364	最初の. (日付の)1日. 第1の. 1番目の. 初めての. まず. 最初に		54
state	状態	112	20786	状態. はっきり述べる. 国家(の). 州. 独立国. 主権国. (通例a. the. one'sで)様子. ありさま	725	18
give	与える	113	20653	与える. (イメージ:手元から出す)		
those	それら	114	20328	それらの. あれら. あの人たち. あれらの		
too	もまた	115	20323	もまた. あまりに～しすぎる		
very	とても	116	19975	非常に. たいへん. とても		
look	見る	117	19914	見る. (イメージ:目を向ける)	747	
many	多くの	118	19555	多くの		50
should	すべき	119	18930	べきである. (義務･見込み･感情･意味無し)		
such	そのような	120	18369	そのような. このように. そんなに		
back	バック	121	18341	バック. 後ろに. support. 支援する. 推薦する. 後退する. 背中. (the back of one's hand. 手の甲). (lower back腰)	541	79
call	コー​​ル	122	18271	呼ぶ. 電話をする. を呼ぶ. 召集する. 呼び集める. 通話. (cf. call. cole. coal. kohl)	542	
need	必要	123	18206	を必要とする. 必要物. 必要性. する必要がある		
last	最後の	124	17938	最後の. この前の. 昨～. 先～		
lot	ロット	125	17381	たくさん. くじ引き. 地区		50
study	研究する	126	17310	勉強する. を研究する		26
little	少し	127	17121	小さい. 少し. かわいい. 年少の. 若い		50
gene	遺伝子	128	17099	遺伝子		89
still	まだ	129	17017	まだ. やはり		
report	レポート	130	16985	報告. レポート. 報告する		
between	の間に	131	16649	間に. の間で. 協力して		
something	何か	132	16281	何か. あるもの		
both	両方	133	16112	両方. 2人とも		
each	各	134	15719	それぞれの. めいめいの. 各自		
before	前	135	15585	前に. (前). .		
include	含む	136	15482	含む. 含める. (cf. include含める. exclude. 除く)	129	
kind	種類	137	15034	種類. 親切な		
same	同じ	138	14994	同じ		
through	を通して	139	14941	を通して. (貫通)		
try	試す	140	14860	を試す. をやってみる		
while	する一方で	141	14641	の間. ～する間. ～する一方で	334	
c	c	142	14631	アルファベットのc. 例示時 C as Charlie.		35
down	ダウン	143	14562	下へ. 下降. 2. (pl) (広い)高原地. 3. (水鳥の)綿毛. うぶ毛		76
tell	伝える	144	14480	伝える. (イメージ:ある内容を相手に伝達することに焦点). 言う. 区別する	725	
result	結果	145	14127	結果. 成績. 結果として生じる	757	
change	変更	146	13975	変更. 変化する. おつり. お釣り		
seem	見える	147	13856	と思われる		
off	オフ	148	13827	離れて. (分離). 休みの日		
point	ポイント	149	13771	点. 先端. 指さす		
data	データ	150	13669	(通常複数形で使用)データ. (単数形はdatum). 資料. 情報. 与件		95
number	数	151	13645	数. 番号		54
US	米国	152	13513	the United States of America. アメリカ合衆国		1
house	家	153	13485	家		53
American	アメリカの	154	13332	アメリカの		1
case	ケース	155	13298	ケース. 場合. 真相. 病状. 事件. 訴訟. 裁判. (俗)強盗が下見する. トイレ. (文法)格		27
never	決して	156	13272	決して～ない. 今までに一度も～ない		
since	から	157	13000	以来. して以来. なので以来		
part	一部	158	12935	一部. 部分. 役割. 分かれる. を分ける		
life	生活	159	12842	生活. 一生. 人生. 生命. 命		
p	p	159	12842	アルファベットのp. 例示時 P as Papa.		35
might	可能性がある	161	12832	可能性がある. 力. mayの過去形		
week	週	162	12820	週		61
end	終わり	163	12772	終わり. 終わる. を終える	755	
group	グループ	164	12768	グループ. 一団にする. 集める. 分派. 集団. 分類する		
world	世界	165	12684	世界		
story	ストーリー	166	12645	ストーリー		35
okay	はい	167	12640	OK. 大丈夫		
company	会社	168	12498	会社. つきあい. 仲間		18
man	男	169	12434	男. 男性. 男の人		
child	子供	170	12381	子ども. (複数形はchidren)		
place	場所	171	12317	場所. 余地. を置く		
another	別の	172	12278	別の. 他の. 別のもの. もう1人. もう1つ		
different	異なる	173	12275	ちがう. 別々の. 異なる		
service	サービス	174	12257	サービス. 公共事業. 設備. 業務. 勤務		
home	ホーム	175	12252	家. 故郷へ. 家へ. 家庭. 故郷		
start	スタート	176	12201	始める. 2. START(Strategic Arms Reduction Treaty. 戦略兵器削減条約)		29
around	周りに	177	12143	周りに. (周囲)		
why	なぜ	178	12090	なぜ. どうして		
CA	CA	179	12040	California カリフォルニア州. 2. カナダ 他		4
play	遊ぶ	180	11952	遊ぶ. (楽器)を演奏する. (スポーツなど)をする. 劇. 芝居		
family	家族	181	11864	家族. (cf. family家族. sib親類. kindred血族･親族)	744	37
put	置く	182	11775	置く. 付ける(イメージ:ある所･状態に～を置く). (cf. put. pat. putt)	869	
system	システム	183	11725	システム. 組織. 仕組み		95
name	名	184	11693	名前. 名づける		
woman	女性	185	11443	女性. 女の人		
school	学校	186	11356	学校. 授業		26
own	自分の	187	11314	自分の. 自身の. を所有する	895	
though	しかし	188	11310	しかし. にもかかわらず. だけれども. たとえ～しても	993	27
long	長い	189	11285	長い. 長く. (long jump. 走幅跳)		46
talk	トーク	190	11190	話す. (イメージ:相手の存在 + 双方向)論ずる. トーク	725	
figure	図	191	11164	形. を図で表す. を象徴する. 思う. 考える. を心の中に描く. フィギュア. 形. 姿. 外観. 挿絵. 数字		54
write	書く	192	11067	書く		
feel	感じる	193	11023	感じる. と思う		78
book	ブック	194	11015	本		43
problem	問題	195	11004	問題		
during	間に	196	10977	間に. (特定の時間)の間に		
increase	増加する	197	10970	増える. 増やす. 増加. (反)decrease	493	
leave	残す	198	10934	去る. (イメージ:対象をある状態のままその場に残す). 許可. 休暇		
set	セット	199	10910	セットする. (イメージ:特定の位置･状態に置く). 準備が出来ている. ready		
program	プログラム	200	10898	プログラム. (実施)計画. 番組		95
become	になる	201	10852	になる. (ある状態)になる･変わる		
run	ラン	202	10845	走る. (何かを)走らせる,ある状態にさせる		46
help	助けて	203	10735	を助ける. を手伝う. 役立つ. 助け. 援助. 役立つ人	849	
live	生きる	204	10730	暮らす. 暮らしている. 住む. 住んでいる. 生きる		
lead	鉛	205	10651	導く. をリードする. 2. 鉛. (cf. reed. ヨシ. アシ. リード楽器)	351	57
big	大	206	10596	大きい	695	50
protein	タンパク質	207	10593	タンパク質. (cf. 三大栄養素three major nutrients=たんぱく質,炭水化物,脂質. protein,carbohydrate,lipid/fat)	183	39
president	大統領	208	10591	社長. 大統領. 議長. 総裁. 長官. 会長. 主宰者		25
keep	保つ	209	10515	保つ. キープする(イメージ:時間的幅をもってもの･状態を保つ)	729	
York	ヨーク	210	10460	ヨーク市. イングランド北部のノース･ヨークシャー州の都市. ヨーク王家 他		2
level	レベル	211	10451	水準. を同じ高さにする. を平らにする. を倒す. 平らな. 水平な. 水準器. 度合	979	
u	u	212	10365	アルファベットのu. 例示時 U as Uniform.		35
under	下	213	10291	下に. (下位):下の方に空間が広がっているイメージ		
word	単語	214	10246	言葉. 語. 単語		35
b	b	215	10216	アルファベットのb. 例示時 B as Bravo.		35
information	情報	216	10210	情報		95
however	しかしながら	217	10129	しかしながら. どんなに. けれども		
government	政府	218	10127	政府. 政府機関. 政治. 行政. 関係官庁		21
question	質問	219	10122	質問. 問い	715	
provide	提供する	220	10052	供給する. 与える		
sequence	シーケンス	221	10046	連続. 続発. 系列. 連続(するもの). 結果. 順序	757	
analysis	解析	222	10044	分析. 詳細な検討. 分解. 解析. 見方. 解析学	573	54
percent	パーセント	222	10044	パーセント. 百分率. 割合		50
every	あらゆる	224	10033	あらゆる. 毎～. どの～も		
probably	多分	225	9953	おそらく. たぶん. たいてい	713	
high	高い	226	9928	高い. (程度などが)上の	891	50
patient	患者	227	9815	がまん強い. 忍耐強い. 辛抱強い. 根気よく働く. 患者	338	89
city	街	228	9745	市		18
love	愛	229	9725	愛. を愛する. (テニス)a love gameゼロの意. (cf. love,lab,rub,rob)	857	
always	常に	230	9680	いつも,常に		
t	t	231	9662	アルファベットのt. 例示時 T as Tango.		35
control	コントロール	232	9601	コントロール. 管理する. 制御する. 実験対象		
better	良い	233	9581	よりよい		
few	少ない	234	9525	少しの. 少数の. ほとんど～ない		50
less	もっと少なく	235	9505	より少なく. . だけ足りない. より少数. より小さい		50
pay	支払い	236	9504	支払う. に報いる. を与える. 割に合う. 給料. 報い	772	16
against	に対して	237	9487	に対する. に対して		
great	素晴らしい	238	9414	すばらしい. 重大な. (数量が)大きな	695	50
actually	実際に	239	9403	実際に. 現実に. 実は	639	
old	古い	240	9354	古い. (年齢が)～歳の		37
Clinton	クリントン	241	9331	ビル･クリントン(米国第42代大統領 1993–2001). 民主党	449	98
ask	頼む	242	9307	たずねる(inquire). 質問する. 聞く. 頼む	715	
money	お金	243	9262	お金		16
e	e	244	9233	アルファベットのe. 例示時 E as Echo.		35
sure	確かに	245	9230	確信して. 信じて. 確かに. 本当に		
news	ニュース	246	9228	ニュース		43
course	コー​​ス	247	9165	進路		
test	テスト	248	9070	テスト. テストする. 試す		
country	国	249	9046	国		18
least	最低	250	9042	最少の. 最も価値の少ない. 最少. 最少限度		50
site	サイト	251	8987	場所. 用地. サイト(cf. cite. 引用する,と同音)	775	
let	させる	252	8984	させる		
turn	順番	253	8930	順番. に変わる. (イメージ:現在の運動･状態の方向を転換すること)		
real	本当の	254	8867	本当の. 実在する		
line	ライン	255	8835	ライン. 行. 列. (折れ線グラフa line graph)	653	54
issue	問題	256	8807	号. 発行. 供給. 出ること. 問題点. 論点. 結果. 支給する. 出る. 発する. problem	757	
pretty	かわいい	257	8728	きれいな. かわいい		82
expression	式	258	8725	表情. 表現		
ye	なんじら	259	8717	なんじら. そなたたちは		30
today	今日	260	8690	今日. 今日は. このごろ(では)		
effect	効果	261	8661	効果. 影響. 結果	757	
m	m	262	8641	アルファベットのm. 例示時 M as Mike.		35
without	せずに	263	8628	せずに. なしで. なくて		
follow	フォロー	264	8619	に続く. の後を追う		
next	次	265	8601	次の. 次の人･物. 翌～. 隣の. の隣に		
best	ベスト	266	8576	ベストの. 最もよく		
month	月	267	8572	月		61
read	読む	268	8563	読む(cf. reed,lead)	351	
human	人間	269	8502	人間. 人間らしい. 人間の. 人		
base	ベース	270	8486	基づく. 基礎をおく. 基礎. 根拠. 基地. ベース. (文法)語幹		27
area	エリア	271	8441	地域. エリア. 面積		2
move	移動	272	8426	動く. を動かす. を感動させる. 移動		
fact	事実	273	8378	事実		
watch	見る	274	8303	を見る. 注視する. 腕時計. (cf. clock掛け時計)	747	
post	ポスト	275	8298	ポスト. 郵便局. 郵便. 郵送する. 柱. 職. 地位		18
d	d	276	8247	アルファベットのd. 例示時 D as Delta.		35
again	再び	277	8240	再び. また. もう一度		
guess	推測	278	8219	推測する. だと思う. 推測. 当てずっぽう		
public	パブリック	279	8200	公共の. 公開の. 公営の. 一般の. 国民. ～社会. 世間. 公共事業. (反)private		
small	小さい	280	8174	小さい		50
movie	ムービー	281	8133	映画		43
plan	プラン	282	8113	計画. を計画する. 計画する		
example	例	283	8084	例		
ever	今までに	284	8065	今までに. (疑問文で)今まで. かつて		
whether	かどうか	285	7986	かどうか. ～であろうと		
cost	コスト	286	7933	費用. 出費. 費用を要する. を奪う. 犠牲		16
care	ケア	287	7882	介護. 心配. 注意. 世話. 気にする	304	92
must	しなければならない	287	7882	必須. (義務･推量). 絶対必要な(もの･こと)		
maybe	多分	289	7876	たぶん. ひょっとすると	713	
once	一度	290	7848	一度. かつて. いったん～すると		
although	しかし	291	7814	たとえ～でも. しかし. とはいえ		
anything	何か	292	7792	何か. 何でも. 何も		
either	どちら	293	7771	どちら. どちらか		
national	国民	294	7770	国の. 国立の		18
second	2番目	294	7770	第2の. (日付の)2日. 2番目. 2. 秒		54
several	いくつかの	296	7755	いくつかの		
happen	起こる	297	7733	起こる. ふりかかる		
business	ビジネス	298	7708	ビジネス. 仕事		25
hour	時間	299	7674	時間		61
suggest	提案する	299	7674	提案する. ほのめかす. 暗示する	582	
enough	十分な	301	7658	十分な. 十分に		
type	タイプ	302	7592	型. タイプ. をタイプする		
hear	聞く	303	7536	聞く. (受動的に、ばくぜんと)聞こえる. 耳にする. (cf. listen)	665	
buy	購入	304	7514	買う		
value	価値	305	7511	価値. 価値観. を評価する 2. 明度(cf. HSV)	401	16
until	まで	306	7480	まで. するまで. して初めて		
far	遠く	307	7475	遠くに. はるかに. 2. ドレミのファ(Doe,Ray,Me,Far,Sew,La,Tea)	671	45
support	サポート	308	7468	支持する. 援助する. (家族など)を養う. を立証する. 裏付ける. 支持. 援助. サポート	849	
begin	ベギン	309	7465	始まる. 始める		
guy	男	310	7460	支索. 男. やつ. 張り綱. 支え線		
kid	子ども	311	7453	子供. 若者青年. 子ヤギ. 子ヤギの革 2. からかう,ふざける		37
rate	レート	312	7436	レート. 割合. 率. 速度. を評価する		50
law	法律	313	7395	法律. 法則		12
believe	信じる	314	7340	信じる. (存在を)信じる	157	6
note	注意	315	7314	ノート. 符号. 記号. 覚え書き. 注目. 著名. 書き留める. 注意する	372	
important	重要	316	7283	重要な	721	
among	の間で	317	7251	間で. の間で		
friend	友人	318	7201	友人		
stuff	スタッフ	319	7153	スタッフ. (漠然と)もの. 材料. を詰める. がつがつ食べる. (cf. staff)	465	
bad	悪い	320	7120	悪い		50
present	現在	321	7080	現在. プレゼント. を与える. 出席している. 現在の		
away	離れて	322	7013	あちらへ. 去って. 不在で. 外出して		
united	連合した	322	7013	連合した. 合併した. 提携した. 一致(団結)した		
consider	考える	324	7010	考慮する. とみなす. ～しようかと思う		
order	オーダー	325	6977	注文. 命令. 順序. 秩序. に命令する. を注文する		16
bring	持って来る	326	6958	持ってくる		
market	市場	327	6948	市場. マーケット		16
model	モデル	328	6941	モデル. 模型. 作る. 形に表わす. 模範. 型. 模型の. 模範となる. かたどる		
white	白	329	6907	白. 白い. (cf. white book. 政府の報告書,a government report)	167	48
job	仕事	330	6902	仕事. 2. Jobヨブ(忍苦の典型となる人物). (旧約聖書)ヨブ記		25
yet	まだ	330	6902	まだ. (疑問文で)もう. すでに. (否定文で)まだ. 今のところは		
require	必要とする	332	6887	必要とする. を要求する. need. demand		
car	車	333	6843	自動車. 車		41
war	戦争	334	6785	戦争		23
whole	全体	335	6774	全体の. まるごとの. 完全な. 整数の. 全部. 全体		
form	フォーム	336	6768	書類の様式. フォーム. (スポーツ選手などの体の)調子. 形. 外観. 成形. (cf. foam. 泡)	714	
idea	アイデア	337	6725	アイデア. 考え		
describe	説明する	338	6715	(言葉で)説明,描写する		35
night	夜	339	6695	夜		61
age	年齢	340	6688	年齢		37
center	センター	341	6651	センター. 中心に集まる		
early	早い	342	6565	早い. 早く(時間･時期)		61
hand	手	343	6561	手. (the back of one's hand. 手の甲. cf. palm手のひら). 2. 手渡す. 3. 時計の針	679	79
within	以内	344	6553	の中に. . の内側に. 以内で. の範囲内で. 心の中では		
add	加える	345	6541	加える. 足す		54
reason	理由	346	6530	理由. 理性		
ago	前に	347	6505	前に		
open	オープン	347	6505	開ける. 開く. オープン		
activity	活動	349	6488	活動. 活躍. 働き. 動き. 活気	440	
contain	含む	350	6463	含む. を持つ. を収容できる. 抑制する	129	
general	一般的な	351	6452	一般的な. 全体的な. 概略の. 大将. 軍司令官		
office	オフィス	352	6436	事務所. 役所		18
head	頭	353	6433	頭(の働き). 頭脳		79
member	メンバー	354	6425	メンバー. 一員		
often	多くの場合	355	6423	しばしば. よく. たびたび		
hold	ホールド	356	6378	確保する. (イメージ:一時的に押さえておく)	729	
major	メジャー	357	6356	主要な. 大手の. より大きい. 大きいほうの. 専攻の. 少佐. 専攻する		
lose	失う	358	6346	失う. 負ける		
federal	連邦政府の	359	6325	連邦政府の. 連合の. 同盟の. 連邦制の. 合衆国の(F-)		18
table	テーブル	360	6323	テーブル		
difference	違い	361	6312	違い		
water	水	362	6288	水		63
rule	ルール	363	6273	規則. ルール. を支配する		12
allow	許可する	364	6271	許可する. 許す. を可能にする		12
street	ストリート	365	6255	ストリート. 道路. 通り		41
sort	ソート	366	6245	分類する. 仕分けする. ソート. 種類. 人. 区別する. 片付ける		
almost	ほとんど	367	6236	ほとんど		
rather	むしろ	368	6206	むしろ. どちらかといえば. ある程度. 多少. 幾分		
Washington	ワシントン州	369	6160	ワシントン市(米国の首都). 2. ワシントン州,WA. 3. George Washington(1732生. 米国初代大統領)		4
drug	薬	370	6155	薬. 麻酔薬を飲ませる. (cf. drag. drug. medicine)	871	87
grow	成長する	371	6141	育つ. 成長する. (ある状態)になる. を育てる. を栽培する. (cf. glow輝く)		76
standard	標準	372	6131	標準(の). 基準(となる). 規格. (支配者の象徴たる)旗. 模範. 水準. 支柱		
large	大	373	6129	大きい. (数･量が)多い	695	50
one	1	374	6116	1. 1つの. ある. 唯一の. 一方の. 同じもの. 人		54
n	n	375	6108	アルファベットのn. 例示時 N as November.		35
TRUE	真の	376	6106	真の. 本当の. あてはまる		
bill	法案	377	6081	法案(legislation). ビラ. 紙幣. 100ドル(紙幣). 起訴状. 請求書. 番組. くちばし(=bill. beak. pecker. nib. neb).	792	12
term	期間	378	6078	期間. 用語. 条件. 規約. 間柄		61
power	パワー	379	6067	力. 有力な人. (機械などに)動力を供給する		
fall	秋	380	6048	落ちる. 秋		61
side	サイド	381	6043	側面. 横腹. 面		
process	プロセス	382	6039	プロセス. 過程. 経過		
hard	ハード	383	6034	熱心に. いっしょうけんめいに. 激しく. (生活などが)つらい. 苦しい. 難しい		82
AL	アラバマ州	384	6020	Alabamaアラバマ州		4
act	行為	385	6012	作用する. 行動する. 行為. 議定書		
method	メソッド	386	5978	方法. 筋道. 秩序. 規則正しさ		
official	公式	387	5975	公の. 公式の. 職員. 役員		25
bit	ビット	388	5956	わずか. かんだ. ビット. 小片. 小銭. 少量. 少し. (俗)12セント半	519	31
involve	巻き込む	389	5949	人を巻き込む. を含む. 必要とする. 意味する	129	
identify	識別する	390	5945	何･誰なのかを確認する. の正体をつきとめる. 共感する		
health	健康	391	5923	健康. 健康状態. 調子		91
someone	誰か	392	5898	誰か. だれか. ある人		
appear	現れる	393	5897	現れる. 出頭する. 見える. 思われる		
person	人	394	5886	人. 人称		27
remember	覚えている	395	5880	覚えている. を思い出す		
possible	可能	396	5844	可能な. 起こりうる. ありうる. なしうる. 実行できる		
force	力	397	5842	強制する. 力. 暴力. violence. 軍隊. (cf. force軍隊･強いる. forth. 前へ. fourth4番目)	546	
angel	天使	398	5839	天使		8
expect	期待する	399	5813	期待する. を予期する. 予想する		
minute	分	399	5813	分. 2. (角度の単位)分. 1/60度. 用例. 12°10′＝twelve degrees and ten minutes(12度 10分). 3. 覚え書き. (pl形)議事録. 4. (mɑɪnjúːt). 少しの間. ささいな		63
kill	殺す	401	5794	を殺す		13
cause	原因	402	5789	原因. を引き起こす		
security	セキュリティ	403	5777	安全. 安全保障. 無事. 安心. 有価証券. 証券(通常複数形で)		16
already	すでに	404	5769	すでに. もう		
tax	税	405	5763	税. 課税する. 重荷. 負担		16
spend	過ごす	406	5761	お金を使う. (時)を過ごす		16
death	死	407	5723	死期. 終わり. 死亡. 滅亡. 死因	683	81
determine	決定する	408	5721	決定する. 決心する		
deal	取引	409	5715	取り引き. 処理する. 扱う. 商う. 行動する. 分配する. 商売. 不特定の量		16
Bush	ブッシュ	410	5700	George Bush ジョージ･ブッシュ米国元大統領. 共和党. 父子で第41代. 第43代大統領を務めた. 2. やぶ･草むら. (trees and bushes高木と低木).		98
game	ゲーム	411	5699	試合. ゲーム. 遊び	981	67
sound	聞こえる	412	5697	聞こえる. 音. 測る(sound the depth of a river)		50
able	できる	413	5672	能力のある. ～できる		
legal	法的	414	5653	法律の. 強制的な. 法定の. 合法の		12
similar	同様の	415	5640	同様な. 同じように. よく似た. 類似の. 同様の		
else	ほかに	416	5638	その他に		
th	序数(順番)を表す	417	5637	序数(順番)を表す		54
sample	サンプル	418	5633	見本. 試供品. 抽出標本. の見本をとる. を試食する		
close	閉じる	419	5622	を閉める		
remain	残る	420	5591	～のままでいる. とどまる. 残る		
region	地域	421	5571	領域. 地域. 地帯. 地方. 分野. 範囲. 界		
compare	比較する	422	5569	比較する. をたとえる. 匹敵する. 比べられる		
g	g	423	5565	アルファベットのg. 例示時 G as Golf.		35
everything	すべてのもの	424	5550	すべて. すべて(のもの). 何でも		
room	部屋	425	5543	部屋		53
design	設計	426	5510	デザイン. 計画する. の下絵を描く. 図案. 下絵. 設計図. 模様. ひな型		53
black	黒	427	5503	黒い		48
along	に沿って	428	5497	に沿って		
later	後で	429	5489	後で. lateの比較級. 後に		
offer	オファー	430	5488	提案. を申し出る. を与える. 申し出		
response	応答	431	5477	反応. 返答		
drive	ドライブ	432	5446	駆り立てる. 原動力. 意欲. 運動		41
individual	個人	433	5431	個人. 個人主義的な. 個々の		
accord	調和	434	5417	調和(する). 協定. 合意(する). 一致. 与える. agreement	728	
continue	続ける	435	5402	を続ける		
stop	停止	436	5397	やめる. 停留所. 止める. 止まる		
interest	関心	437	5376	利益. 利子. 興味を持たせる. 興味. 関心	825	16
meet	会う	438	5359	会う. を出迎える		
product	製品	439	5346	製品. 産物. 作物. 生産品. 結果	757	16
review	レビュー	439	5346	見直す. 復習する. 批評		
agency	代理店	441	5329	代理店. 機関. 媒体. 作用	965	18
Buffy	強そうな女性	442	5322	「強い女の子」の俗語. 米国のテレビ番組. Elizabethの愛称. 淡黄色の		43
risk	リスク	443	5295	危険. 損害の恐れ. 敢えてする. を危うくする. 冒険		16
record	レコード	444	5289	記録する. 表示する. 録音する. 登録. 成績. 最高記録. 経歴. レコード		46
win	勝利	445	5282	勝つ. に勝つ. を勝ち取る		46
team	チーム	446	5279	チーム. 組. 団. 作業仲間		46
